CUSIP Number,SEDOL Number,Local Currency Code,Trade Country Name,Security Name,Security Description,Maturity Date,Interest Rate,Original Face,Shares/Par Value,Base Market Value,Base Total Cost,Base Unrealized Gain/Loss,Base Accrued Interest,Local Market Value,Local Total Cost Amount,Local Unrealized Gain/Loss,Local Accrued Interest,Period End Date,Asset Class,Investment Type Name,Major Industry Name,Minor Industry Name,Moody's Quality Rating,S and P Quality Rating,Direct/Group Trust Holding
'128030202,'2158781,USD,UNITED STATES OF AMERICA (THE),CAL MAINE FOODS INC,COMMON STOCK USD.01,12/31/1899,0,0,2623.73,103899.9,102633.09,1266.81,0,103899.9,102633.09,1266.81,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,B,Group Trust
'128126109,'2164700,USD,UNITED STATES OF AMERICA (THE),CALAMP CORP,COMMON STOCK USD.01,12/31/1899,0,0,3049.8,62002.33,51837.53,10164.81,0,62002.33,51837.53,10164.81,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT,NA,B-,Group Trust
'128195104,'BYM1V49,USD,UNITED STATES OF AMERICA (THE),CALATLANTIC GROUP INC,COMMON STOCK USD.01,12/31/1899,0,0,4448.07,157239.36,160610.73,-3371.37,0,157239.36,160610.73,-3371.37,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'128246105,'2859200,USD,UNITED STATES OF AMERICA (THE),CALAVO GROWERS INC,COMMON STOCK USD.001,12/31/1899,0,0,1406.41,97112.95,55113.98,41998.97,0,97112.95,55113.98,41998.97,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,A-,Group Trust
'669434904,'6694344,TWD,TAIWAN (PROVINCE OF CHINA),CALCOMP ELECTRONICS TDR,TDR THB1.0,12/31/1899,0,0,808174.58,78904.62,96448.03,-17543.41,0,2400278.49,2987988.39,-587709.9,0,6/30/17,EQUITY,DEPOSITORY RECEIPTS,INFORMATION TECHNOLOGY,"ELECTRONIC EQUIP, INSTRUMENT &",NA,NA,Group Trust
'129500104,'BWX4MD9,USD,UNITED STATES OF AMERICA (THE),CALERES INC,COMMON STOCK USD.01,12/31/1899,0,0,3543.51,98438.84,96090.41,2348.44,0,98438.84,96090.41,2348.44,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,SPECIALTY RETAIL,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'129603106,'2164368,USD,UNITED STATES OF AMERICA (THE),CALGON CARBON CORP,COMMON STOCK USD.01,12/31/1899,0,0,326.48,4929.84,4751.23,178.61,0,4929.84,4751.23,178.61,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,B-,Group Trust
'129603106,'2164368,USD,UNITED STATES OF AMERICA (THE),CALGON CARBON CORP,COMMON STOCK USD.01,12/31/1899,0,0,3922.74,59233.42,65661.98,-6428.56,0,59233.42,65661.98,-6428.56,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CHEMICALS,NA,B-,Group Trust
'130222102,'2031439,USD,UNITED STATES OF AMERICA (THE),CALIFORNIA FIRST NATL BANCOR,COMMON STOCK USD.01,12/31/1899,0,0,75.28,1419.11,1064.76,354.35,0,1419.11,1064.76,354.35,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,B,Group Trust
'13057Q206,'BZBY210,USD,UNITED STATES OF AMERICA (THE),CALIFORNIA RESOURCES CORP,COMMON STOCK USD.01,12/31/1899,0,0,3675.85,31428.49,48921.41,-17492.92,0,31428.49,48921.41,-17492.92,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,"OIL, GAS & CONSUMABLE FUELS",1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'130788102,'2165383,USD,UNITED STATES OF AMERICA (THE),CALIFORNIA WATER SERVICE GRP,COMMON STOCK USD.01,12/31/1899,0,0,1564.61,57577.58,36675.57,20902.01,0,57577.58,36675.57,20902.01,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,WATER UTILITIES,NA,A-,Group Trust
'130788102,'2165383,USD,UNITED STATES OF AMERICA (THE),CALIFORNIA WATER SERVICE GRP,COMMON STOCK USD.01,12/31/1899,0,0,2626.39,96651.07,89431.16,7219.91,0,96651.07,89431.16,7219.91,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,WATER UTILITIES,NA,A-,Group Trust
'13089P101,'BQXZNP9,USD,UNITED STATES OF AMERICA (THE),CALITHERA BIOSCIENCES INC,COMMON STOCK USD.001,12/31/1899,0,0,2704.09,40155.81,41245.35,-1089.55,0,40155.81,41245.35,-1089.55,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,BIOTECHNOLOGY,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'13100M509,'B3S4L67,USD,UNITED STATES OF AMERICA (THE),CALIX INC,COMMON STOCK,12/31/1899,0,0,3535.57,24218.62,30144.06,-5925.44,0,24218.62,30144.06,-5925.44,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT,NA,NR,Group Trust
'131193104,'2173933,USD,UNITED STATES OF AMERICA (THE),CALLAWAY GOLF COMPANY,COMMON STOCK USD.01,12/31/1899,0,0,7954.44,101657.72,69074.07,32583.65,0,101657.72,69074.07,32583.65,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,LEISURE PRODUCTS,NA,B-,Group Trust
'13123E500,'2163837,USD,UNITED STATES OF AMERICA (THE),CALLIDUS SOFTWARE INC,COMMON STOCK USD.001,12/31/1899,0,0,5673.44,137297.18,74138.58,63158.6,0,137297.18,74138.58,63158.6,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SOFTWARE,NA,C,Group Trust
'13123X102,'2186072,USD,UNITED STATES OF AMERICA (THE),CALLON PETROLEUM CO,COMMON STOCK USD.01,12/31/1899,0,0,17029.73,180685.4,173413.71,7271.69,0,180685.4,173413.71,7271.69,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,"OIL, GAS & CONSUMABLE FUELS",NA,B-,Group Trust
'131347304,'B2NKK22,USD,UNITED STATES OF AMERICA (THE),CALPINE CORP,COMMON STOCK USD.001,12/31/1899,0,0,23118.97,312799.63,427824.58,-115024.95,0,312799.63,427824.58,-115024.95,0,6/30/17,EQUITY,COMMON STOCK,UTILITIES,INDPNDENT PWR & RENEWABLE ELEC,NA,NR,Group Trust
'714859907,'7148594,EUR,ITALY,CALTAGIRONE SPA,COMMON STOCK EUR1.,12/31/1899,0,0,2063.98,6332.45,6247.37,85.08,0,5552.1,5565.34,-13.24,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,CONSTRUCTION MATERIALS,NA,NA,Group Trust
'616150009,'6161503,AUD,AUSTRALIA,CALTEX AUSTRALIA LTD,COMMON STOCK,12/31/1899,0,0,1652,40055.14,35956.91,4098.23,0,52219.72,47891.48,4328.24,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,"OIL, GAS & CONSUMABLE FUELS",NA,NA,Group Trust
'13201A107,'B4XV3J7,USD,UNITED STATES OF AMERICA (THE),CAMBIUM LEARNING GROUP INC,COMMON STOCK USD.001,12/31/1899,0,0,890.79,4516.3,3701.41,814.89,0,4516.3,3701.41,814.89,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,NA,NR,Group Trust
'132011107,'2165811,USD,UNITED STATES OF AMERICA (THE),CAMBREX CORP,COMMON STOCK USD.1,12/31/1899,0,0,2856.76,170691.6,71546.39,99145.21,0,170691.6,71546.39,99145.21,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,LIFE SCIENCES,NA,B-,Group Trust
'133034108,'2116659,USD,UNITED STATES OF AMERICA (THE),CAMDEN NATIONAL CORP,COMMON STOCK,12/31/1899,0,0,1294.8,55559.86,36861.18,18698.68,0,55559.86,36861.18,18698.68,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,B+,Group Trust
'133131102,'2166320,USD,UNITED STATES OF AMERICA (THE),CAMDEN PROPERTY TRUST,REIT USD.01,12/31/1899,0,0,5583.46,477441.65,366242.17,111199.49,0,477441.65,366242.17,111199.49,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'134429109,'2162845,USD,UNITED STATES OF AMERICA (THE),CAMPBELL SOUP CO,COMMON STOCK USD.0375,12/31/1899,0,0,3935.92,205258.03,210898.2,-5640.17,0,205258.03,210898.2,-5640.17,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,A-,Group Trust
'134429109,'2162845,USD,UNITED STATES OF AMERICA (THE),CAMPBELL SOUP CO,COMMON STOCK USD.0375,12/31/1899,0,0,8209.55,428127.98,433652.13,-5524.14,0,428127.98,433652.13,-5524.14,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD PRODUCTS,NA,A-,Group Trust
'13462K109,'BDCBXH9,USD,UNITED STATES OF AMERICA (THE),CAMPING WORLD HOLDINGS INC A,COMMON STOCK USD.01,12/31/1899,0,0,1104.37,34069.92,35364.85,-1294.93,0,34069.92,35364.85,-1294.93,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,SPECIALTY RETAIL,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'M20791105,'2585271,USD,UNITED STATES OF AMERICA (THE),CAMTEK LTD,COMMON STOCK ILS.01,12/31/1899,0,0,3051.23,14737.43,20051.66,-5314.24,0,14737.43,20051.66,-5314.24,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,SEMICONDUCTORS & SEMICONDUCTOR,NA,NR,Group Trust
'136069101,'2418872,USD,UNITED STATES OF AMERICA (THE),CAN IMPERIAL BK OF COMMERCE,COMMON STOCK,12/31/1899,0,0,0.25,19.96,18.71,1.25,0,19.96,18.71,1.25,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,B,Group Trust
'136069952,'2170525,CAD,CANADA,CAN IMPERIAL BK OF COMMERCE,COMMON STOCK,12/31/1899,0,0,900,73035.34,74857.72,-1822.38,0,94851,100620,-5769,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'137576955,'B18P4F6,CAD,CANADA,CANFOR CORP,COMMON STOCK,12/31/1899,0,0,7603.62,114695.4,99270.81,15424.59,0,148954.91,133921.54,15033.37,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,PAPER & FOREST PRODUCTS,0,0,Group Trust
'137584959,'B63XT22,CAD,CANADA,CANFOR PULP PRODUCTS INC,COMMON STOCK,12/31/1899,0,0,3422.85,33103.11,38025.91,-4922.8,0,42991.01,41837.93,1153.08,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,PAPER & FOREST PRODUCTS,0,0,Group Trust
'617232004,'6172323,JPY,JAPAN,CANON INC,COMMON STOCK,12/31/1899,0,0,1300,44150.94,40472.54,3678.4,0,4960800,4410900,549900,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,NA,Group Trust
'617232004,'6172323,JPY,JAPAN,CANON INC,COMMON STOCK,12/31/1899,0,0,113313.39,3848379.27,3945932.64,-97553.37,0,432403895,386579702.5,45824192.46,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"TECHNOLOGY HW, STORAGE & PERIP",NA,NA,Group Trust
'617245006,'6172453,JPY,JAPAN,CANON MARKETING JAPAN INC,COMMON STOCK,12/31/1899,0,0,1400,31847.63,28766.71,3080.92,0,3578400,3161414,416986,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DISTRIBUTORS,NA,NA,Group Trust
'138098108,'2188153,USD,UNITED STATES OF AMERICA (THE),CANTEL MEDICAL CORP,COMMON STOCK USD.1,12/31/1899,0,0,3194.5,248883.53,120660.96,128222.57,0,248883.53,120660.96,128222.57,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,NA,B+,Group Trust
'B5SJJD909,'B5SJJD9,GBP,UNITED KINGDOM,CAPE PLC,COMMON STOCK GBP.25,12/31/1899,0,0,33813.86,82354.67,81262.99,1091.67,0,63400.99,65357.03,-1956.04,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES,NA,NA,Group Trust
'139594105,'B0GWDP5,USD,UNITED STATES OF AMERICA (THE),CAPELLA EDUCATION CO,COMMON STOCK USD.01,12/31/1899,0,0,67.8,5803.92,3733.82,2070.1,0,5803.92,3733.82,2070.1,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,NA,NR,Group Trust
'139594105,'B0GWDP5,USD,UNITED STATES OF AMERICA (THE),CAPELLA EDUCATION CO,COMMON STOCK USD.01,12/31/1899,0,0,948.14,81160.41,58357.67,22802.74,0,81160.41,58357.67,22802.74,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,NA,NR,Group Trust
'416343002,'4163437,EUR,FRANCE,CAPGEMINI SE,COMMON STOCK EUR8.0,12/31/1899,0,0,785,81009.61,73956.86,7052.75,0,71026.8,69025.05,2001.75,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NA,Group Trust
'416343002,'4163437,EUR,FRANCE,CAPGEMINI SE,COMMON STOCK EUR8.0,12/31/1899,0,0,1114,114961.42,104952.8,10008.62,0,100794.72,97954.02,2840.7,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,NA,NA,Group Trust
'139794101,'B8HFV22,USD,UNITED STATES OF AMERICA (THE),CAPITAL BANK FINANCIAL CL A,COMMON STOCK,12/31/1899,0,0,2452.12,93425.91,75635.82,17790.09,0,93425.91,75635.82,17790.09,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,NR,Group Trust
'139674105,'2186759,USD,UNITED STATES OF AMERICA (THE),CAPITAL CITY BANK GROUP INC,COMMON STOCK USD.01,12/31/1899,0,0,923.99,18867.85,12730.7,6137.15,0,18867.85,12730.7,6137.15,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,B-,Group Trust
'14040H105,'2654461,USD,UNITED STATES OF AMERICA (THE),CAPITAL ONE FINANCIAL CORP,COMMON STOCK USD.01,12/31/1899,0,0,2119.81,175139.1,168574.03,6565.07,0,175139.1,168574.03,6565.07,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,CONSUMER FINANCE,NA,B+,Group Trust
'14040H105,'2654461,USD,UNITED STATES OF AMERICA (THE),CAPITAL ONE FINANCIAL CORP,COMMON STOCK USD.01,12/31/1899,0,0,28922.75,2389597.39,1963064.54,426532.84,0,2389597.39,1963064.54,426532.84,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,CONSUMER FINANCE,NA,B+,Group Trust
'140475104,'2121772,USD,UNITED STATES OF AMERICA (THE),CAPITAL SENIOR LIVING CORP,COMMON STOCK USD.01,12/31/1899,0,0,2133.24,32446.53,41617.57,-9171.05,0,32446.53,41617.57,-9171.05,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,B-,Group Trust
'644085904,'6440859,ZAR,SOUTH AFRICA,CAPITEC BANK HOLDINGS LTD,COMMON STOCK ZAR.01,12/31/1899,0,0,902.11,57145.49,35934.25,21211.24,0,748748.82,478736.88,270011.94,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,NA,NA,Group Trust
'14057J101,'B3KWJV0,USD,UNITED STATES OF AMERICA (THE),CAPITOL FEDERAL FINANCIAL IN,COMMON STOCK USD.01,12/31/1899,0,0,10876.51,154555.14,139300.01,15255.13,0,154555.14,139300.01,15255.13,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,THRIFTS & MORTGAGE FINANCE,NA,B+,Group Trust
'14070T102,'BYYBSJ1,USD,UNITED STATES OF AMERICA (THE),CAPSTAR FINANCIAL HOLDINGS I,COMMON STOCK USD1.0,12/31/1899,0,0,194.4,3448.74,3602.89,-154.15,0,3448.74,3602.89,-154.15,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'14070T102,'BYYBSJ1,USD,UNITED STATES OF AMERICA (THE),CAPSTAR FINANCIAL HOLDINGS I,COMMON STOCK USD1.0,12/31/1899,0,0,262.79,4661.97,4754.74,-92.77,0,4661.97,4754.74,-92.77,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'14067E506,'2771984,USD,UNITED STATES OF AMERICA (THE),CAPSTEAD MORTGAGE CORP,REIT USD.01,12/31/1899,0,0,8369.2,87290.8,95153.4,-7862.6,0,87290.8,95153.4,-7862.6,0,6/30/17,EQUITY,REAL ESTATE INV TRST,FINANCIALS,MORTGAGE RE INVESTMENT TRUSTS,NA,NR,Group Trust
'14068G955,'2759162,CAD,CANADA,CAPSTONE MINING CORP,COMMON STOCK,12/31/1899,0,0,8263.74,5981.3,10566.85,-4585.55,0,7767.92,13835.17,-6067.26,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,METALS & MINING,0,0,Group Trust
'140755109,'BJ4YJ92,USD,UNITED STATES OF AMERICA (THE),CARA THERAPEUTICS INC,COMMON STOCK USD.001,12/31/1899,0,0,346.96,5339.77,2869.51,2470.26,0,5339.77,2869.51,2470.26,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,BIOTECHNOLOGY,NA,NR,Group Trust
'140755109,'BJ4YJ92,USD,UNITED STATES OF AMERICA (THE),CARA THERAPEUTICS INC,COMMON STOCK USD.001,12/31/1899,0,0,2031.92,31271.18,43428.09,-12156.91,0,31271.18,43428.09,-12156.91,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,BIOTECHNOLOGY,NA,NR,Group Trust
'140781105,'2238821,USD,UNITED STATES OF AMERICA (THE),CARBO CERAMICS INC,COMMON STOCK USD.01,12/31/1899,0,0,1943.37,13312.08,60882.99,-47570.91,0,13312.08,60882.99,-47570.91,0,6/30/17,EQUITY,COMMON STOCK,ENERGY,ENERGY EQUIPMENT & SERVICES,NA,A,Group Trust
'141337105,'B53C331,USD,UNITED STATES OF AMERICA (THE),CARBONITE INC,COMMON STOCK USD.01,12/31/1899,0,0,2171.68,47342.58,36644.47,10698.11,0,47342.58,36644.47,10698.11,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,NA,NR,Group Trust
'14141X108,'BYN7ZG6,USD,UNITED STATES OF AMERICA (THE),CARDCONNECT CORP,COMMON STOCK USD.001,12/31/1899,0,0,1319.65,19860.68,20062.49,-201.81,0,19860.68,20062.49,-201.81,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'14149Y108,'2175672,USD,UNITED STATES OF AMERICA (THE),CARDINAL HEALTH INC,COMMON STOCK,12/31/1899,0,0,20261.7,1578792.02,1577296.85,1495.16,0,1578792.02,1577296.85,1495.16,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE PROVIDERS & SERVIC,NA,B,Group Trust
'141619106,'B17HG57,USD,UNITED STATES OF AMERICA (THE),CARDIOVASCULAR SYSTEMS INC,COMMON STOCK,12/31/1899,0,0,2810.91,90595.56,68551.32,22044.24,0,90595.56,68551.32,22044.24,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,NA,NR,Group Trust
'G1991C105,'BYT1841,USD,UNITED STATES OF AMERICA (THE),CARDTRONICS PLC   A,COMMON STOCK,12/31/1899,0,0,4008.91,131732.91,147893.05,-16160.14,0,131732.91,147893.05,-16160.14,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,IT SERVICES,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'141624106,'BYNH8G7,USD,UNITED STATES OF AMERICA (THE),CARE CAPITAL PROPERTIES INC,REIT USD.01,12/31/1899,0,0,953.35,25454.52,26296.33,-841.81,0,25454.52,26296.33,-841.81,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'141624106,'BYNH8G7,USD,UNITED STATES OF AMERICA (THE),CARE CAPITAL PROPERTIES INC,REIT USD.01,12/31/1899,0,0,5405.05,144314.9,149087.57,-4772.66,0,144314.9,149087.57,-4772.66,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'141633107,'BJ2SGK6,USD,UNITED STATES OF AMERICA (THE),CARE.COM INC,COMMON STOCK USD.001,12/31/1899,0,0,1193.34,18019.41,11510.7,6508.71,0,18019.41,11510.7,6508.71,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,INTERNET SOFTWARE & SERVICES,NA,NR,Group Trust
'141665109,'2143646,USD,UNITED STATES OF AMERICA (THE),CAREER EDUCATION CORP,COMMON STOCK USD.01,12/31/1899,0,0,5750.61,55205.89,26066.44,29139.45,0,55205.89,26066.44,29139.45,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,NA,B-,Group Trust
'643194905,'6431949,TWD,TAIWAN (PROVINCE OF CHINA),CAREER TECHNOLOGY CO LTD,COMMON STOCK TWD10.,12/31/1899,0,0,158673.61,108755.58,105193.79,3561.79,0,3308344.79,3263749.93,44594.86,0,6/30/17,EQUITY,COMMON STOCK,INFORMATION TECHNOLOGY,"ELECTRONIC EQUIP, INSTRUMENT &",NA,NA,Group Trust
'14174T107,'BMP8TL6,USD,UNITED STATES OF AMERICA (THE),CARETRUST REIT INC,REIT USD.01,12/31/1899,0,0,438.15,8123.23,8588.95,-465.72,0,8123.23,8588.95,-465.72,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'14174T107,'BMP8TL6,USD,UNITED STATES OF AMERICA (THE),CARETRUST REIT INC,REIT USD.01,12/31/1899,0,0,6003.21,111299.54,86370.9,24928.64,0,111299.54,86370.9,24928.64,0,6/30/17,EQUITY,REAL ESTATE INV TRST,REAL ESTATE,EQUITY RE INVESTMENT TRUSTS (R,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'B09M9L907,'B09M9L0,EUR,FINLAND,CARGOTEC OYJ B SHARE,COMMON STOCK,12/31/1899,0,0,146.69,9294.15,5900.99,3393.16,0,8148.83,5311.67,2837.16,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
'B09M9L907,'B09M9L0,EUR,FINLAND,CARGOTEC OYJ B SHARE,COMMON STOCK,12/31/1899,0,0,2821,178731.65,151553.27,27178.38,0,156706.55,140587.35,16119.2,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,MACHINERY,NA,NA,Group Trust
'592296909,'5922961,EUR,GERMANY,CARL ZEISS MEDITEC AG   BR,COMMON STOCK,12/31/1899,0,0,193,10002.53,8811.31,1191.22,0,8769.92,8223.73,546.19,0,6/30/17,EQUITY,COMMON STOCK,HEALTH CARE,HEALTH CARE EQUIPMENT & SUPPLI,NA,NA,Group Trust
'142339100,'2176318,USD,UNITED STATES OF AMERICA (THE),CARLISLE COS INC,COMMON STOCK USD1.0,12/31/1899,0,0,4020.24,383531.2,321478.6,62052.6,0,383531.2,321478.6,62052.6,0,6/30/17,EQUITY,COMMON STOCK,INDUSTRIALS,INDUSTRIAL CONGLOMERATES,NA,A-,Group Trust
'143130102,'2983563,USD,UNITED STATES OF AMERICA (THE),CARMAX INC,COMMON STOCK USD.5,12/31/1899,0,0,12935.64,815721.69,743099.31,72622.38,0,815721.69,743099.31,72622.38,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,SPECIALTY RETAIL,NA,B+,Group Trust
'143658300,'2523044,USD,UNITED STATES OF AMERICA (THE),CARNIVAL CORP,COMMON STOCK USD.01,12/31/1899,0,0,26166.56,1715741.62,1035344.86,680396.76,0,1715741.62,1035344.86,680396.76,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,"HOTELS, RESTAURANTS & LEISURE",NA,NR,Group Trust
'312152903,'3121522,GBP,UNITED KINGDOM,CARNIVAL PLC,COMMON STOCK USD1.66,12/31/1899,0,0,82213.69,5425004.12,2879870.79,2545133.33,0,4176455.7,1785739.93,2390715.77,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,"HOTELS, RESTAURANTS & LEISURE",NA,NA,Group Trust
'143873107,'BCF0W13,USD,UNITED STATES OF AMERICA (THE),CAROLINA FINANCIAL CORP,COMMON STOCK,12/31/1899,0,0,374.08,12090.41,7974.78,4115.63,0,12090.41,7974.78,4115.63,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'143873107,'BCF0W13,USD,UNITED STATES OF AMERICA (THE),CAROLINA FINANCIAL CORP,COMMON STOCK,12/31/1899,0,0,884.98,28602.6,27746.76,855.84,0,28602.6,27746.76,855.84,0,6/30/17,EQUITY,COMMON STOCK,FINANCIALS,BANKS,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,Group Trust
'144285103,'2177504,USD,UNITED STATES OF AMERICA (THE),CARPENTER TECHNOLOGY,COMMON STOCK USD5.0,12/31/1899,0,0,3906.84,146233.18,157068.22,-10835.03,0,146233.18,157068.22,-10835.03,0,6/30/17,EQUITY,COMMON STOCK,MATERIALS,METALS & MINING,NA,B,Group Trust
'564156909,'5641567,EUR,FRANCE,CARREFOUR SA,COMMON STOCK EUR2.5,12/31/1899,0,0,2803,70812.7,61702.25,9110.45,0,62086.45,57587.64,4498.81,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER STAPLES,FOOD & STAPLES RETAILING,NA,NA,Group Trust
'143905107,'2177786,USD,UNITED STATES OF AMERICA (THE),CARRIAGE SERVICES INC,COMMON STOCK USD.01,12/31/1899,0,0,531.87,14339.15,12124.99,2214.16,0,14339.15,12124.99,2214.16,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,NA,B-,Group Trust
'143905107,'2177786,USD,UNITED STATES OF AMERICA (THE),CARRIAGE SERVICES INC,COMMON STOCK USD.01,12/31/1899,0,0,793.53,21393.48,19868.15,1525.32,0,21393.48,19868.15,1525.32,0,6/30/17,EQUITY,COMMON STOCK,CONSUMER DISCRETIONARY,DIVERSIFIED CONSUMER SERVICES,NA,B-,Group Trust
